source_id,relative_path,sha256,confirmed_role,work_family,edition_status,segmentation_eligibility,metadata_status,decision_basis,evidence_locator,review_status,issue_codes
SRC-8060f6ece1d6bcda,final/dar-jostojo-final-C/extracted/candidate-differences/site-35_vs_final-24.md,e0e5d37517022e5f7487507763dfb94fcdfcc370ed33ba5abb6e5f50f536d9d0,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-35_vs_final-24.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-35_vs_final-24.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-c2bd724dbdf6d773,final/dar-jostojo-final-C/extracted/candidate-differences/site-37_vs_final-26.md,2a9a0e70a88b9c0f4d7cd719044c2da8c0af56e9ea44c2ccabc28e847afd599d,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-37_vs_final-26.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-37_vs_final-26.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-3e7515f94f3b86f8,final/dar-jostojo-final-C/extracted/candidate-differences/site-38_vs_final-27.md,2bf81be86a06b6a989a571f65c56794fcb2f4b6f0aa7d3246e82f21b7fe5d231,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-38_vs_final-27.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-38_vs_final-27.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-ff9537904bf93c75,final/dar-jostojo-final-C/extracted/candidate-differences/site-40_vs_final-29.md,9fffff06a17fa5c31477ced7aa43c2e9e2faf7ab3a103f203c6dd3e62711bb5d,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-40_vs_final-29.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-40_vs_final-29.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-3202890359e16ffd,final/dar-jostojo-final-C/extracted/candidate-differences/site-41_vs_final-30.md,856bb2ecba4b41f6086d30d152572ccd2cb47ded6c8ca81e612d0e3a823ec055,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-41_vs_final-30.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-41_vs_final-30.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-93619d50de411527,final/dar-jostojo-final-C/extracted/missing-core/final-c-21_from_site-32.md,def83f3eb91e70982ec21891a090cd66304918dbfe099724580a470ea3711e43,منبع پژوهشی غیرمرجع,متن ویدیو/dar-jostojo-final-C,غیرCanonical؛ عدم ارتقا,غیرواجد,قابل استنتاج از شواهد داخلی,lock غیبت درس ۲۱ را عمدی و این بازیابی را NOT_CANONICAL اعلام کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/missing-core/final-c-21_from_site-32.md]؛ final/dar-jostojo-final-C/extracted/missing-core/final-c-21_from_site-32.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-bb8f604c9edb4621,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-01.md,17a013d33fbb2e5f099f5dd2032ba0e4a8127d9e41bdb71d2a728156fe610b47,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-01.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-01.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-e7a3a6f736cefeb9,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-02.md,57977ad851b86ae410622756469b539c87afe47a6e853526fa582ef8266a19f6,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-02.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-02.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-d3e1b1b660d6babc,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-03.md,bb73dd0ff5eff252b17ea0141a4edb315a9f325503f4bfb7c06d6992c21278e0,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-03.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-03.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-70ff1902cbac71c2,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-04.md,ac0b07d32bae1a6283f7618ceed024b8ae77604b3e3ce928511a56fd7200cd44,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-04.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-04.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-88005a9dfbae3140,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-05.md,4cca6ef8f2e919bf7faf9d71dbddb9833578c7e8a0547d75e5bb5131c8816218,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-05.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-05.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-727ab9959300aa96,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-06.md,13ae7d98d4bb09056038757868ac555cdace8407834c71719b9b8252579761bd,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-06.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-06.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-2545b495ee889adb,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-07.md,ccfe2feec1307d543e391c6d932aafd8b3be08099340bd9eb8f5117f0b31e9be,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-07.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-07.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-23e5d00e988b7d45,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-08.md,97846f7f116d565f8d649abe8cb682b454797836b07670303940627194010193,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-08.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-08.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-d1d085f8105f2168,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-09.md,929c015dc801ab2a0228857e91bd98d3670e7d7438b149ad6105bc8518a94ce9,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-09.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-09.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-af4d435d40e2a64c,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-10.md,eb3f15866b59d75dadb7209c0eba34a5b5fc85cdfc9d71bc038fb978847fefec,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-10.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-10.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-ec344ff44146fb5c,final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-26.md,0c469d0bb7477f4c6e7afc9b91d77d1035f5be4760a41a749372be3d45151671,فایل ماهوی مکمل,متن ویدیو/dar-jostojo-final-C,مکمل مستقل غیرمرجع,واجد,قابل استنتاج از شواهد داخلی,lock آن را SUPPLEMENTAL می‌داند؛ متن مستقل برای تصمیم تحریری حفظ می‌شود و با نسخه مرجع ادغام نشده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-26.md]؛ final/dar-jostojo-final-C/extracted/supplemental-whole-files/site-26.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-4474a57107b5651e,final/khane-to/episode-01.md,24734ffb57bf86b8da5379cdb9b839fdf27b89a6d2cdf8b73d352150d41231f7,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-01.md]؛ final/khane-to/episode-01.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-47ffb1b205425f91,final/khane-to/episode-02.md,ac6f2fd53efe9215f99d4ad4a43b8cd179d73b30fd62888e7db4768ce1f508ff,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-02.md]؛ final/khane-to/episode-02.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-39c7f940f0c97fd6,final/khane-to/episode-03.md,d8814c5a3d0fe086d640e1b90f2eabbd8831c06f65d534b0cbb81189d765fedf,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-03.md]؛ final/khane-to/episode-03.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-b91f6d848f5d8ba0,final/khane-to/episode-04.md,7a272f508fdade3a3fcf17c7fe65ed54c2fce83f40751c768760d2b8c233c0d6,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-04.md]؛ final/khane-to/episode-04.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-4e33acd18cda42fb,final/khane-to/episode-05.md,ebca11af27f2d5bf2dcb332bb654ab160f5e0772b5686bbbd0f7dd3a1d1e9702,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-05.md]؛ final/khane-to/episode-05.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-dee50a098c321b7f,final/khane-to/episode-06.md,6ddc81abec711a301aba33e1fdf5d476af6c5198de3aa4de4eabfc1c05257fdf,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-06.md]؛ final/khane-to/episode-06.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-a5724d3084d330e8,final/khane-to/episode-07.md,5166760916c5d6981e828effef8c93e8a95162af9a92f474c1f09ae3b1e66642,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-07.md]؛ final/khane-to/episode-07.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-e1b138c067bdebf9,final/khane-to/episode-08.md,9f2b4d14ec8733342c0c221b0af28e96a20db7f52f54db4096d6ecbaabe479b2,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-08.md]؛ final/khane-to/episode-08.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-7903c7c2a2c98e71,final/khane-to/episode-09.md,f0b081af2ee2258373219cd4f3459fb7c2bc89f3e7ffe940ce994a8acda01cd4,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-09.md]؛ final/khane-to/episode-09.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-59cdcd6661bca026,final/khane-to/episode-10.md,7963b20eb0021bf2462beb9e44e5f9c45b664ee94023a39c1c1ba352925a4420,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-10.md]؛ final/khane-to/episode-10.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8a462d950aeb3072,final/khane-to/episode-11.md,ace3859371d488748d621760e2bf402ef328ceb77c31d17d307d9aa675ab7198,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-11.md]؛ final/khane-to/episode-11.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-62148e295182ff51,final/khane-to/episode-12.md,730a89ad935861f6d4bd21e6075729e1405ff051d8ba6e6003ce39b4e341727b,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-12.md]؛ final/khane-to/episode-12.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-89b9829352ddcbeb,final/khane-to/episode-13.md,5318f8e0f99a2ec82fe3fdf40c5e7eaeff4d96069922014ea0bf883ac5f4cd6d,فایل ماهوی,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/khane-to/episode-13.md]؛ final/khane-to/episode-13.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-cb62dee5db969aa2,final/mq/episode-01.md,36510d923a748e5e077a73ab26e5f3ffefedfd9ebf475e5f06b20117973269d6,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-01.md]؛ final/mq/episode-01.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-81778dc32cb92ab9,final/mq/episode-02.md,a3c042c22914ad50fa3b73861f89c16d6535dda9f7789b02b2a9049b692fe3f1,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-02.md]؛ final/mq/episode-02.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-0b88b606560b1abe,final/mq/episode-03.md,6449f5868da376873f842fc90be9978c8b54fe3a59c91f13012d489d9e606736,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-03.md]؛ final/mq/episode-03.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-30661225d6983d67,final/mq/episode-04.md,807a93b9050d18d9d6aaa0e25970492a3cacebcc185ce21e5659f21867b7bad7,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-04.md]؛ final/mq/episode-04.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-603182c66c1d6bba,final/mq/episode-05.md,bcad8f7285d2a21a8a7e9ad0f2e57ec4cd27a58b647897a2ca1a770303b899fd,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-05.md]؛ final/mq/episode-05.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-014868fe9267b049,final/mq/episode-06.md,8e74e34e4c5176652e4860993bb5a260e4259a36fad7eb6554aa90c8f3a925a7,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-06.md]؛ final/mq/episode-06.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-0c73a45a071fadfc,final/mq/episode-07.md,8122ecd1db6d9af86ee0e26fa1f3089519160eb08746a4bfa44ab96450702269,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-07.md]؛ final/mq/episode-07.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-1aa3e88d06bf9b21,final/mq/episode-08.md,ccf826573523010594670bc28abb737021b7ec912b7dfde71e6a734224125249,فایل ماهوی,متن ویدیو/mq,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/mq/episode-08.md]؛ final/mq/episode-08.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-20840290b6292e2c,final/tarbiat-morabi/episode-01.md,12466f9428daae6edfe2a834c082f5c1a0a8beeca538dc15ed3552a52b2c7328,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-01.md]؛ final/tarbiat-morabi/episode-01.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8de4f58fefd60d08,final/tarbiat-morabi/episode-02.md,35be033abdd3177a9d8eec0ecc1e5a1eab9b280a56b00df1d52ff1830473024d,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-02.md]؛ final/tarbiat-morabi/episode-02.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
